,Unnamed: 0.42,Unnamed: 0.41,Unnamed: 0.40,Unnamed: 0.39,Unnamed: 0.38,Unnamed: 0.37,Unnamed: 0.36,Unnamed: 0.35,Unnamed: 0.34,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,username,nickname,tweet_path,tweet
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514725533552099330,Get ready for my next giveaway fam 
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514699455869734922,"$800 in  #ETH 

To win:

Like, Retweet & Follow Me 

Show me you have notifications  
                      30h "
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514697819873071105,"hello fam, how is your day going?"
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514693869228761089,Who wants another giveaway? 
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514693750618038277,"Congratulations @daddynft22 

Check your dm https://twitter.com/cryp_toplayer/status/1514317962689323022 …"
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514656352248999949,let’s make some magic internet money today. 
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514656135722291200,"Winner: @cashamcawin11 
Check your dm https://twitter.com/cryp_toplayer/status/1514645392843063298 …"
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514645392843063298,"20$ | 20 min 
   

Retweet, Like & Follow 

Must have notifications turned on! "
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514643698054799365,Big dreamers always win.
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514643138480160770,"Money isn`t everyting, 

But everyting needs money."
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514640756748820486,Acquire blue chip #NFTs until the metaverse further develops and becomes mainstream and you will be set for life
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514639302491357186,who´s there??
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1267013435159728128,CrowleyPond,•Crow• NEW ART PINNED 📌,/CrowleyPond/status/1513871116535746569,yo!! where’s my streamer??? #ranboofanart #ranboopic.twitter.com/vUPmLi5V3K
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1021815957029900290,Shroombies,mel!,/Shroombies/status/1513857244924112899,"Actually unbelievably friend-shaped 

[ #ranboofanart (?) ] pic.twitter.com/hPk3uTeyMC"
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1350813118318981122,_L1_B1_,Diderik L1B1,/_L1_B1_/status/1514272848562606085,"It’s my birthday today! :D
So in celebration I decided to draw #RockstarRanboo since it’s been ages since I last drew him
#ranboofanart #fanart pic.twitter.com/MW7yIR6Uws"
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,1243052918166523904,nyellysium,n y e l l 🐥 Ranboo art,/nyellysium/status/1513145203196313602,My streamer is a cockatoo #ranboofanart #ranbooartpic.twitter.com/zJQIAvt5iH
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,1470692708758876161,hazel0SZ21O,Hazel,/hazel0SZ21O/status/1514263880553623552,"always be an accomplice
#dreamsmpfanart #ranboofanart pic.twitter.com/S8RpuLkVDt"
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1028343904884719616,PinkInInk2,✨ Pink In Ink ✨,/PinkInInk2/status/1514242052611100674,"Haunted

#ranboofanart #fanart #dsmpfanartpic.twitter.com/fU5rRxL5B9"
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,407596640,afimeatur,Afi,/afimeatur/status/1513945711167275009,"My reviveboo design aka school delinquent character anime looking ass

#ranboofanart pic.twitter.com/l7OsZwB0G3"
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,793573287838310404,bacontale,BT,/bacontale/status/1513303439933116420,"Stylized vs. Realistic design of Ranboo
The limitations of art
#ranboofanart pic.twitter.com/jcfROb1MfS"
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1374805645644472332,kyoriiu,nath!! 💥,/kyoriiu/status/1513250888491671554,"this wine does not look like wine
#wilbursootfanart #ranboofanart pic.twitter.com/zWIYLirHPt"
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1317617870851932160,cinnamonlin_,lin,/cinnamonlin_/status/1514029399422685187,all the pictures from sneegs wedding were so cute i had to :) #dsmpfanart #ranboofanart #wilbursootfanartpic.twitter.com/pqwx3dxXdk
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,1303513246469681152,elohour,NIO💬|| you’re loved!,/elohour/status/1512620204127408133,"ZOOM
-
[ #wilbursootfanart #ranboofanart ] pic.twitter.com/MlfF3kL7PW"
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,773564606136614912,xMaruu11,🏳️‍🌈 ÑOQUI,/xMaruu11/status/1514720342173958149,"RANBOO IN DIFFERENT SHOWS !!!

#RanbooFanart @Ranboosaysstuffpic.twitter.com/utLoJri8tP"
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1138828942633099265,Keillogz,ranKEI!!!!! || art pinned!!!,/Keillogz/status/1513765215971987460,"See no evil

#ranboofanart #generationlossfanartpic.twitter.com/HLOzc0NmwJ"
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1339025311770546176,mihnnt,mih☁️,/mihnnt/status/1514561527470342148,"ranboo  
[rts appreciated + plz untag]
#ranboofanart pic.twitter.com/jp13KgtsSz"
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,1324729224087953408,zekkogoggles,🌻Ash🌻,/zekkogoggles/status/1514656778327310345,"Pink Parrot(s) 
#ranboofanart #sneegsnagfanartpic.twitter.com/s6EBF8WkdJ"
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1107637516084146176,spicyybiscuit,cheese minecraft! ✰ 💙💛 artist support!!,/spicyybiscuit/status/1514301841701588996,"
-
More revivedboo! 
#ranboofanart pic.twitter.com/1kEojBEU01"
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,1070495821559488519,losingallchill,samuel !! aimsey bet 📌📌,/losingallchill/status/1514770044261068816,"ranboo slept on the plane !!

wilbur did not .

#wilbursootfanart #ranboofanart #wilburfanart #wilbur #wilbursoot #ranboo #ranbooartpic.twitter.com/9v8PnrVKU9"
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1222283069849325568,b4ssil,bassil :3,/b4ssil/status/1514650772595687434,"Aimsey and Ranboo :D
#aimseyfanart #ranboofanart pic.twitter.com/MqXghz1Ib6"
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,880882832440258560,sniegasuns,suns,/sniegasuns/status/1513424327886229513,"The one who sees ghosts
[dsmp]

#dsmpfanart #aimseyfanart #ranboofanart pic.twitter.com/VqNvajHbyq"
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,935247852841844736,Winnie62123994,🌺Winnie🌿 CLOSED COMMS,/Winnie62123994/status/1513352701886742533,"He's ready for marriage in style!! 
(with his bean friend)

[ #ranboofanart ] pic.twitter.com/nRAvqtfkHY"
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1071234424426115076,hello_my_bra,Водим💧🚰,/hello_my_bra/status/1514704585029472262,Оаоаоаоа
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1498493802100654081,niko20223,にこ＊5/3東4あ15a,/niko20223/status/1514773401000640514,Hello my angel pic.twitter.com/aI4v5Q4bPk
252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,1487600779926114306,yinadol,yina,/yinadol/status/1514751982166327300,hello . pic.twitter.com/jtegJhNBtw
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,2782936939,Metanoia100,Cat Woman 🙏 🇺🇦 🇬🇧,/Metanoia100/status/1514612536632434712,"Hello anyone at home? 
#cats #CatsOfTwitterpic.twitter.com/dR9ALUIG1s"
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,931397778101518336,battleguitar,82,/battleguitar/status/1514749871151988737,hello pic.twitter.com/meZRMD2JEb
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,25159518,HelloItsAviana,♕,/HelloItsAviana/status/1514777244849238033,Time for a TL cleanse courtesy of one of my local mall pigeons who decided it was bath time! #BirdsSeenIn2022 #BirdTwitterpic.twitter.com/p3nV2O8D2L
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1432234690669318147,Orangechan01,✨ !Oɾαɳɠҽ-ƈԋαɳ!✨,/Orangechan01/status/1514443849015328770,"hello! I wanted to make this drawing of the two sky as a special of 10,000 followers (◍•ᴗ•◍) pic.twitter.com/kFG2tC21Xf"
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,296509052,HelloKitty_Plug,MF DOM 🎀,/HelloKitty_Plug/status/1514743265995767811,"i love easter
i only give adults baskets 

fuck them kids bro"
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1449981680589099011,taliasvio,thea mays’ pr manager,/taliasvio/status/1514774635526557696,MY FUCKING GIRLS!! HELLO #Legacies pic.twitter.com/LEPfLKUhBg
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1202558655696031744,PearlMione,mione,/PearlMione/status/1514752091373568000,"Hello #DonBelle!

#LeniKiko2022
#LeniKikoAllTheWaypic.twitter.com/ijmXyb7NUw"
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1065162839134896129,sweettenrr,Andre’a🍑,/sweettenrr/status/1514743289077182464,@Essence hello on the next cover i believe the next family should be Victoria Monét & Mr. Gaines would be the next best option!
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,3319333645,liliriot,🔱,/liliriot/status/1514772473815834635,HELLO???? pic.twitter.com/LSL04Inv0a
262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,1316881542493462529,leemonsailor,Lee 🍋 :),/leemonsailor/status/1514682402991390729,"“Hello?”

#ranboofanart #ghostboofanartpic.twitter.com/nN89AkCMRJ"
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,705299384301441024,WhyHelloRenato,Renato♓Pas20rMu22ets 😇🤓😷🍄💙💉💉🇳🇱,/WhyHelloRenato/status/1514774306051428356,"#IAskedTheGenieFor 
Two Dollarspic.twitter.com/0Got242Wsu"
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,1347947466,Berti_and_Ernie,Ernie and Berti,/Berti_and_Ernie/status/1514655299893964807,Hello #mommy! #dogfriendspic.twitter.com/IE56JGzj9N
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1473990353359446019,cryp_toplayer,Morty’s,/cryp_toplayer/status/1514697819873071105,"hello fam, how is your day going?"
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1359842270212718595,deoors,Ors💉,/deoors/status/1514704720295772166,"Hello, you carry Barca like a philo!! pic.twitter.com/RHvBOGwgtQ"
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,412200772,yencadebaene,yencaaa,/yencadebaene/status/1514743291601985537,"Hello you beautiful people, I hope you have an amazing day today and that you're doing well ! Kisses <3"
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,1423181531225346048,DonsTotchi,SHAR🥀| ia phase 🌸💉,/DonsTotchi/status/1514744069175799820,"Hello naman sainyo Donny and Belle! Enjoy luvs 

( photo not mine )

#DonBelle | #DONBELLEmpire
#DonnyPangilinan | #BelleMarianopic.twitter.com/lx38gSKJjY"
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1337602505434406912,satincal,viviana,/satincal/status/1514698439539494914,hello everyone
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,3821163430,ClintK64,Clint Kritzer,/ClintK64/status/1514780127141367817,#IAskedTheGenieFor a better barrel. In hindsight maybe I should have asked for cash instead. pic.twitter.com/zJYIbrDmEt
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,757025354129080321,telliabear,Tell Ya 🌸,/telliabear/status/1514774508720177163,#IAskedTheGenieFor a large pot of homemade soup pic.twitter.com/HyOT55eWVr
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,705299384301441024,WhyHelloRenato,Renato♓Pas20rMu22ets 😇🤓😷🍄💙💉💉🇳🇱,/WhyHelloRenato/status/1514774306051428356,"#IAskedTheGenieFor 
Two Dollars pic.twitter.com/0Got242Wsu"
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,973977429063561216,ChampneyLisa,Lisa Champney,/ChampneyLisa/status/1514772628594049033,"#IAskedTheGenieFor
A bed of my own!! pic.twitter.com/32u81uyj6N"
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,2743154541,elizabethk1985,Elizabeth K,/elizabethk1985/status/1514770866176880649,#IAskedTheGenieFor a cool bottle pic.twitter.com/FzckdpUr4n
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,757025354129080321,telliabear,Tell Ya 🌸,/telliabear/status/1514775042650902537,#IAskedTheGenieFor a pretty gown pic.twitter.com/02MlkICCz1
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,467705283,StephanRBarnard,Stephan B.,/StephanRBarnard/status/1514773946830262276,A hot & spicy weekend #IAskedTheGenieFor pic.twitter.com/ivINo70x9Y
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,631360495,DanielAshley13,I'm Just Dan,/DanielAshley13/status/1514774231904505861,#IAskedTheGenieFor More Pop-Tarts.  These are almost gone. pic.twitter.com/wF6QEo8sml
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1213657610378825729,stilljustAmy83,nAmyste 6ft away from y’all 😷⚡️💞⚾️,/stilljustAmy83/status/1514777179543932941,"#IAskedTheGenieFor an owl.
I got a cat that looks like an owl from behind.
He’s a meowl…
Close enough.  pic.twitter.com/4mNMeTDqLw"
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,27760844,silentmoviegirl,✨💫 Alicia 💫 ✨,/silentmoviegirl/status/1514771402531823618,#IAskedTheGenieFor to lower gas prices for the whole world pic.twitter.com/rwbleh4Won
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,739126348984258561,Bemyfriend67,Linda,/Bemyfriend67/status/1514776845467545600,#IAskedTheGenieFor what the first star refused! pic.twitter.com/UIFvSNqOPk
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1195639381668712448,te_teiji,TeN,/te_teiji/status/1514771710658052101,"#IAskedTheGenieFor
the meaning of Schrödinger's cat, but I couldn't understand the answer. pic.twitter.com/esCaTxjtVu"
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1492464656190955522,SugarZombie10,Sugar Sky🖤⚰️🖤🗡️🖤☠️,/SugarZombie10/status/1514773948545740813,"#IAskedTheGenieFor my soulmate and he granted my wish, with one small catch... pic.twitter.com/Ooj7beK7ZF"
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,260772625,jaguarjin,Jaguarjin,/jaguarjin/status/1514776967345696772,"#IAskedTheGenieFor an explanation: According to lore, the Jinn are elemental spirits of fire and wind, and can transform into animal or human of any size, but why do they not have a key to their own lamp? pic.twitter.com/FLoukUdo9q"
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,467705283,StephanRBarnard,Stephan B.,/StephanRBarnard/status/1514771701891944452,A cat that was always stoned  #IAskedTheGenieFor pic.twitter.com/SzUS01DHDu
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,27760844,silentmoviegirl,✨💫 Alicia 💫 ✨,/silentmoviegirl/status/1514773790198099986,#IAskedTheGenieFor new furbabies pic.twitter.com/9H0NpSypJh
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,112330082,trudytalk,🏖️ Trudy B itchin' to get away,/trudytalk/status/1514771312907984900,#IAskedTheGenieFor something to remove my wrinkles and he sent this. pic.twitter.com/zJVZ4CsCEz
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,631360495,DanielAshley13,I'm Just Dan,/DanielAshley13/status/1514771917613387783,#IAskedTheGenieFor Reese's and Starbucks.  Don't tell my dentist! pic.twitter.com/fNBq02CN40
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,831582537269010432,JZMNOB,JimmyN,/JZMNOB/status/1514771425910874116,"#IAskedTheGenieFor
True love pic.twitter.com/duNsuZmqVt"
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1190969806910046208,RoyalCityRauco1,@RoyalCityRaucous,/RoyalCityRauco1/status/1514773098872008709,#IAskedTheGenieFor more weed of course  pic.twitter.com/qtvsx0NmXT
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,296509052,HelloKitty_Plug,MF DOM 🎀,/HelloKitty_Plug/status/1514743265995767811,"i love easter
i only give adults baskets 

fuck them kids bro"
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,1498493802100654081,niko20223,にこ＊5/3東4あ15a,/niko20223/status/1514773401000640514,Hello my angel pic.twitter.com/aI4v5Q4bPk
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1487600779926114306,yinadol,yina,/yinadol/status/1514751982166327300,hello . pic.twitter.com/jtegJhNBtw
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,2782936939,Metanoia100,Cat Woman 🙏 🇺🇦 🇬🇧,/Metanoia100/status/1514612536632434712,"Hello anyone at home? 
#cats #CatsOfTwitterpic.twitter.com/dR9ALUIG1s"
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,931397778101518336,battleguitar,82,/battleguitar/status/1514749871151988737,hello pic.twitter.com/meZRMD2JEb
